"2020-01-22","","99999","0.00","0.00","0"
"2020-01-23","","99999","0.00","0.00","0"
"2020-01-24","","99999","0.00","0.00","0"
"2020-01-25","","99999","0.00","0.00","0"
"2020-01-26","","99999","0.00","0.00","0"
"2020-01-27","","99999","0.00","0.00","0"
"2020-01-28","","99999","0.00","0.00","0"
"2020-01-29","","99999","0.00","0.00","0"
"2020-01-30","","99999","0.00","0.00","0"
"2020-01-31","","99999","0.00","0.00","0"
"2020-02-01","","99999","0.00","0.00","0"
"2020-02-02","","99999","0.00","0.00","0"
"2020-02-03","","99999","0.00","0.00","0"
"2020-02-04","","99999","0.00","0.00","0"
"2020-02-05","","99999","0.00","0.00","0"
"2020-02-06","","99999","0.00","0.00","0"
"2020-02-07","","99999","0.00","0.00","0"
"2020-02-08","","99999","0.00","0.00","0"
"2020-02-09","","99999","0.00","0.00","0"
"2020-02-10","","99999","0.00","0.00","0"
"2020-02-11","","99999","0.00","0.00","0"
"2020-02-12","","99999","0.00","0.00","0"
"2020-02-13","","99999","0.00","0.00","0"
"2020-02-14","","99999","0.00","0.00","0"
"2020-02-15","","99999","0.00","0.00","0"
"2020-02-16","","99999","0.00","0.00","0"
"2020-02-17","","99999","0.00","0.00","0"
"2020-02-18","","99999","0.00","0.00","0"
"2020-02-19","","99999","0.00","0.00","0"
"2020-02-20","","99999","0.00","0.00","0"
"2020-02-21","","99999","0.00","0.00","0"
"2020-02-22","","99999","0.00","0.00","0"
"2020-02-23","","99999","0.00","0.00","0"
"2020-02-24","","99999","0.00","0.00","0"
"2020-02-25","","99999","0.00","0.00","0"
"2020-02-26","","99999","0.00","0.00","0"
"2020-02-27","","99999","0.00","0.00","0"
"2020-02-28","","99999","0.00","0.00","0"
"2020-02-29","","99999","0.00","0.00","0"
"2020-03-01","","99999","0.00","0.00","0"
"2020-03-02","","99999","0.00","0.00","0"
"2020-03-03","","99999","0.00","0.00","0"
"2020-03-04","","99999","0.00","0.00","0"
"2020-03-05","","99999","0.00","0.00","0"
"2020-03-06","","99999","0.00","0.00","0"
"2020-03-07","","99999","0.00","0.00","0"
"2020-03-08","","99999","0.00","0.00","0"
"2020-03-09","","99999","0.00","0.00","0"
"2020-03-10","","99999","0.00","0.00","0"
"2020-03-11","","99999","0.00","0.00","0"
"2020-03-12","","99999","0.00","0.00","0"
"2020-03-13","","99999","0.00","0.00","0"
"2020-03-14","","99999","0.00","0.00","0"
"2020-03-15","","99999","0.00","0.00","0"
"2020-03-16","","99999","0.00","0.00","0"
"2020-03-17","","99999","0.00","0.00","0"
"2020-03-18","","99999","0.00","0.00","0"
"2020-03-19","","99999","0.00","0.00","0"
"2020-03-20","","99999","0.00","0.00","0"
"2020-03-21","","99999","0.00","0.00","0"
"2020-03-22","","99999","0.00","0.00","0"
"2020-03-23","","99999","0.00","0.00","0"
"2020-03-24","","99999","0.00","0.00","0"
"2020-03-25","","99999","0.00","0.00","0"
"2020-03-26","","99999","0.00","0.00","0"
"2020-03-27","","99999","0.00","0.00","0"
"2020-03-28","","99999","0.00","0.00","0"
"2020-03-29","","99999","0.00","0.00","0"
"2020-03-30","","99999","0.00","0.00","0"
"2020-03-31","","99999","0.00","0.00","0"
"2020-04-01","","99999","0.00","0.00","0"
"2020-04-02","","99999","0.00","0.00","0"
"2020-04-03","","99999","0.00","0.00","0"
"2020-04-04","","99999","0.00","0.00","0"
"2020-04-05","","99999","0.00","0.00","0"
"2020-04-06","","99999","0.00","0.00","0"
"2020-04-07","","99999","0.00","0.00","0"
"2020-04-08","","99999","0.00","0.00","0"
"2020-04-09","","99999","0.00","0.00","0"
"2020-04-10","","99999","0.00","0.00","0"
"2020-04-11","","99999","0.00","0.00","0"
"2020-04-12","","99999","0.00","0.00","0"
"2020-04-13","","99999","0.00","0.00","0"
