state,county,population,zips
NY,Oneida,182569,13413 13321 13323 13492 13309 13480 13476 13502 13495 13424 13441 13440 13308 13442 13449 13438 13322 13456 13319 13413 13492 13421 13354 13461 13425 13417 13323 13413 13157 13308 13438 13435 13501 13502 13503 13504 13505 13599 13054 13316
NY,Chemung,85231,14894 14901 14905 14904 14902 14845 14864 14872 14845 14889 14864 14905 14838 14816 14903 14845
NY,Greene,16899,12463 12015 12051 12414 12442 12414 12485 12451
NY,Cayuga,42828,13026 13118 13156 13064 13021 13113 13033 13034 13140 13033 13021 13024 13022 13160 13166
NY,Livingston,38938,14517 14437 14437 14462 14487 14545 14539 14533 14487 14488 14846 14481 14454 14487 14480 14435 14533 14466 14517 14560 14533 14481 14414 14480 14533 14592 14437 14510 14533 14437 14435 14836 14485 14487 14414 14423 14485 14437 14560 14525 14486 14423 14454
NY,Clinton,45035,12901 12903 12901 12929 12952 12979 12978 12981 12912 12919 12944 12911 12901 12992 12901 12962
NY,Niagara,136191,14132 14303 14302 14301 14305 14304 14174 14067 14094 14095 14094 14094 14012 14105 14092 14028 14126 14172 14120 14131
NY,Allegany,19308,14843 14804 14735 14802 14803 14895 14709 14822 14813 14744 14715 14895 14727 14806 14715 14774
NY,Franklin,26020,12986 12970 12980 12983 12937 12953 12917 12916 12920
NY,Suffolk,1403058,11968 11743 11724 11776 11718 11955 11944 11706 11746 11772 11786 11937 11930 11962 11729 11960 11972 11977 11720 11942 11742 00501 00544 11976 11790 11964 11965 11702 11733 11776 11954 11738 11752 11951 11757 11932 11962 11976 11703 11768 11768 11948 11901 11970 11947 11957 11963 11780 11980 11790 11794 11733 11769 11933 11792 11733 11727 11784 11738 11776 11706 11767 11787 11768 11715 11752 11726 11757 11701 11730 11739 11733 11746 11934 11955 11768 11731 11937 11944 11792 11786 11726 11701 11787 11788 11760 11956 11933 11972 11941 11935 11953 11967 11777 11939 11755 11725 11731 11757 11701 11933 11949 11706 11767 11779 11971 11958 11743 11731 11702 11707 11795 11789 11713 11798 11740 11743 11784 11968 11951 11770 11772 11706 11702 11782 11743 11763 11780 11975 11937 11722 11930 11741 11743 11968 11743 11747 11769 11796 11946 11766 11948 11952 11949 11901 11702 11749 11733 11963 11747 11775 11772 11746 11787 11959 11730 11768 11952 11964 11965 11701 11779 11706 11772 11735 11743 11724 11937 11713 11772 11770 11937 11963 11969 11764 11961 11778 11790 11780 11754 11937 11796 11782 11978 11706 11716 11704 11940 11978 11933 11717 06390 11978 11950 11901 11931 11764 11978 11977 11961 11786 11777 11721 11763 11953 11798 11704 11705
NY,Schuyler,6090,14869 14891 14865 14891 14818
NY,Chautauqua,100975,14767 14750 14712 14723 14048 14733 14701 14781 14720 14701 14136 14136 14081 14062 14782 14738 14718 14747 14716 14063 14701 14702 14757 14787
NY,Sullivan,24895,12754 12790 12721 12779 12747 12733 12776 12759 12747 12723 12745 12748 12764 12701 12775 12789 12778 12786 12758
NY,Otsego,26487,13320 13439 13326 13820 13825 13776 13807 13808 13796 13849 12155 13820
NY,Jefferson,100855,13661 13636 13612 13638 13618 13601 13637 13616 13692 13603 13602 13679 13641 13685 13608 13656 13624 13622 13632 13674 13605 13661 13693 13622 13691 13634 13624 13612 13605 13643 13619 13673 13619 13608 13671 13665 13656 13601 13605 13650 13615 13675 13656 13691 13606 13622 13601 13619 13619 13628 13607 13637 13619 13661
NY,Broome,204180,13901 13865 13760 13762 13754 13797 13904 13905 13901 13903 13862 13777 13790 13901 13902 13760 13737 13761 13763 13862
NY,Dutchess,471982,12590 12572 12574 12590 12572 12590 12603 12546 12564 12583 12601 12538 12522 12601 12603 12524 12601 12580 12524 12569 12540 12508 12601 12603 12602 12603 12578 12571 12603 12533 12545 12524
NY,Westchester,786177,10543 10708 10507 10523 10566 10514 10803 10576 10598 10547 10583 10803 10502 10562 10595 10522 10520 10598 10567 10547 10549 10596 10604 10573 10707 10604 10580 10577 10528 10589 10540 10591 10532 10504 10503 10533 10804 10801 10805 10802 10548 10708 10703 10701 10705 10704 10707 10710 10702 10573 10588 10547 10511 10510 10536 10526 10583 10530 10520 10521 10603 10601 10604 10605 10606 10602 10598 10587 10552 10553 10550 10551 10594 10580 10538 10536 10598 10535 10588 10570 10583 10530 10706 10591 10589 10541
NY,Erie,1099875,14032 14072 14086 14004 14006 14075 14085 14086 14059 14006 14206 14212 14111 14001 14217 14261 14228 14260 14219 14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14218 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280 14218 14075 14110 14043 14061 14081 14221 14226 14004 14127 14150 14151 14052 14221 14052 14075 14006 14141
NY,Rockland,298718,10952 10952 10901 10977 10927 10960 10901 10931 10989 10920 10993 10923 10983 10976 10952 10977 10977 10952 10977 10974 10952 10901 10952 10901 10982 10977 10960 10965 10962 10994 10989 10994 10923 10970 10968 10901 10956 10954 10920 10964 10962 10983 10952 10977 10901 10970 10977 10960 10913 10962 10976 10960 10954 10984 10923 10994 10954
NY,Monroe,781002,14420 14472 14606 14428 14580 14450 14534 14608 14609 14606 14604 14605 14607 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653 14445 14559 14468 14546
NY,Steuben,55509,14870 14840 14810 14870 14827 14807 14879 14830 14831 14830 14823 14870 14809 14826 14801 14572 14843 14830 14870 14843
NY,St. Lawrence,49877,13668 13664 13646 13694 13681 13617 13613 13697 13690 13613 13642 13680 13642 13645 13676 13699 13669 12927 13676 13647 13662 13654
NY,Tompkins,86507,14850 13053 14850 14850 14850 14886 14850 14850 13073 14867 14850 13068 14853 14850 14851
NY,Albany,655769,12205 12288 12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261 12047 12009 12183 12189 12204 12247 12203 12214 12227 12143 12186 12469
NY,Washington,20676,12832 12827 12887 12834 12839 12816 12809 12828
NY,Ontario,57690,14424 14456 14537 14432 14548 14432 14456 14561 14463 14471 14532 14469 14564 14504 14548 14512 14424
NY,Cattaraugus,47120,14770 14719 14737 14772 14730 14760 14755 14070 14138 14753 14779 14760 14778 14706 14731 14042 14101 14760 14788 14042 14171 14706
NY,Rensselaer,76039,12033 12154 12123 12062 12185 12182 12180 12181 12144 12180 12198 12144 12090 12123 12018 12196 12018
NY,Onondaga,500553,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261 13205 13120 13031 13152 13057 13219 13031 13027 13209 13088 13060 13219 13211 13088 13116 13209 13029 13036 13027 13080 13027 13206 13208 13063 13212 13220 13225 13251 13066 13104 13159 13108 13209
NY,Herkimer,46647,13416 13431 13357 13420 13350 13407 13365 13406 13416 13329 13324 13491 13472 13340
NY,Chenango,15579,13411 13778 13841 13778 13464 13460 13815 13830 13730 13733
NY,Genesee,25659,14482 14416 14036 14058 14125 14005 14020
NY,Lewis,7479,13327 13648 13367 13368 13473 13325 13620 13626 13433
NY,Oswego,64882,13074 13114 13126 13131 13142 13036 13069 13145 13083 13302 13132 13126 13135 13083 13042
NY,Madison,43659,13332 13052 13163 13032 13402 13030 13082 13035 13409 13037 13408 13032 13421 13346
NY,Ulster,115561,12566 12420 12401 12404 12589 12420 12428 12466 12417 12487 12401 12472 12401 12498 12491 12401 12498 12433 12477 12515 12528 12561 12542 12446 12486 12465 12410 12440 12484 12401 12401 12453 12481 12449 12464 12561 12471 12487 12477 12477 12432 12566 12588 12528 12458 12489 12401 12402 12440
NY,Columbia,27637,12184 12184 12130 12534 12513 12534 12565 12516 12106 12517 12534 12172 12534 12037 12516 12516 12521 12529
NY,Fulton,39881,12078 12117 12134 12010 12025 12095 12032 12078 12078
NY,Seneca,6445,14860 14847 13165 14521
NY,Saratoga,95302,12170 12871 12822 12020 12188 12074 12803 12118 12151 12118 12866 12020 12019
NY,Delaware,15469,13751 13820 13856 12167 13775 13783 12406 12430 13753 13755 13739 13788 13838 12455
NY,Tioga,13402,14883 13827 14892 13743 13732 13812 13811
NY,Cortland,36116,13045 13045 13045 13738 13803 13045 13101 13077 13045
NY,Orleans,18379,14098 14103 14411 14470
NY,Montgomery,36426,12010 12010 12070 13317 13452 12072 13428 12177 12068 13339 13428 13339 13410 13317 12068 12010 12086
NY,Warren,82645,12814 12817 12804 12801 12853 12804 12845 12860
NY,Yates,10122,14478 14527 14527 14441 14527 14544 14837
NY,Schenectady,80773,12008 12302 12302 12053 12305 12304 12307 12308 12301 12325 12345 12053 12137 12306 12056
NY,Wyoming,19487,14427 14569 14550 14591 14145 14530 14024 14011 14009 14066
NY,Essex,5477,12870 12956 12998 12998 12946
NY,Queens,2333054,11361 11362 11363 11364 11354 11355 11356 11357 11358 11359 11360 11365 11366 11367 11412 11423 11432 11433 11434 11435 11436 11101 11102 11103 11104 11105 11106 11374 11375 11379 11385 11691 11692 11693 11694 11695 11697 11004 11005 11411 11413 11422 11426 11427 11428 11429 11414 11415 11416 11417 11418 11419 11420 11421 11368 11369 11370 11372 11373 11377 11378
NY,Schoharie,9695,12035 12092 12043 12149 13459 12122 12066 12157
NY,Bronx,1455720,10453 10457 10460 10458 10467 10468 10451 10452 10456 10454 10455 10459 10474 10463 10471 10466 10469 10470 10475 10461 10462 10464 10465 10472 10473
NY,New York,20998656,10026 10027 10030 10037 10039 10001 10011 10018 10019 10020 10036 10029 10035 10010 10016 10017 10022 10012 10013 10014 10004 10005 10006 10007 10038 10280 10002 10003 10009 10021 10028 10044 10065 10075 10128 10023 10024 10025 10031 10032 10033 10034 10040 11229 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11105 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10302 10301 10452 11451 10475 10474 10471 10470 10473 10472 11228 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11351 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11102 11103 11106 11001 11005 11004 10065 10069 10199 10309 10308 10304 10303 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11439 11499 11690 11695
NY,Hamilton,302,12108 12164
NY,Kings,2629150,11212 11213 11216 11233 11238 11209 11214 11228 11204 11218 11219 11230 11234 11236 11239 11223 11224 11229 11235 11201 11205 11215 11217 11231 11203 11210 11225 11226 11207 11208 11211 11222 11220 11232 11206 11221 11237
NY,Richmond,476015,10302 10303 10310 10306 10307 10308 10309 10312 10301 10304 10305 10314
PA,Chester,138003,19382 19319 19311 19520 19320 19358 19320 19312 19333 19372 19335 19390 19374 19311 19341 19353 19310 19087 19320 19365 19367 19355 19301 19335 19475 19320 19344 19320 19352 19330 19380 19382 19383 19363 19355 19320 19341 19335 19460 19341 19465 19465 19365 19348 19312 19301 19333 19398
PA,Montgomery,458194,19426 19440 19426 18969 19046 19040 19095 19038 19044 19040 18073 19428 19464 19438 19426 19474 19473 19430 18936 19446 19454 18041 19090 19038 19468 19046 19072 19034 19462 19454 19455 19038 19405 19403 19408 19415 19403 19407 19438 19446 19443 19464 19096 19003 18964 19473 19044 19002 19403 19038 19031 19422 19424 19428 19429 19426 19438 19441 19096 19041 19010 19002 19401 19404 19409 19464 19406 19484 19473 19478 19038 19075 18076 19525 19477 19002 19009 19006 19438 18979 18054 19446 19464 19464
PA,Monroe,119619,18353 18350 18348 18342 18326 18344 18301 18330 18360 18301 18330 18353 18301 18327 18334 18330 18210 18330 18610 18360 18322
PA,Lehigh,779361,18062 18080 18062 18036 18106 18087 18031 18052 18059 18031 18106 18103 18062 18078 18104 18080 18079 18037 18015 18105 18104 18101 18103 18102 18109 18001 18052 18052 18049 18098 18099 18066 18011 18034 18104 18103 18052 18052 18032
PA,Centre,155495,16801 16803 16829 16874 16803 16823 16823 16866 16882 16820 16866 16844 16835 16841 16874 16823 16844 16822 16828 16875 16823 16856 16845 16854 16868 16865 16801 16832 16841 16853 16823 16841 16823 16851 16801 16872 16865 16841 16822 16859 16827 16841 16865 16870 16841 16826 16870 16802 16803 16801 16804 16805 16866 16852 16875 16677
PA,Allegheny,2269619,15205 15220 15242 15244 15283 15221 15106 15221 15218 15215 15071 15132 15134 15126 15026 15015 15120 15143 15221 15007 15044 15205 15241 15135 15056 15014 15145 15143 15017 15205 15238 15084 15032 15034 15236 15227 15088 15202 15044 15133 15202 15202 15035 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15233 15260 15205 15204 15207 15206 15201 15203 15208 15224 15234 15222 15221 15220 15226 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15282 15286 15289 15295 15025 15205 15104 15143 15116 15024 15088 15025 15332 15049 15236 15129 15131 15148 15120 15234 15006 15044 15205 15003 15143 15101 15091 15132 15133 15037 15126 15110 15143 15071 15057 15146 15237 15090 15143 15082 15057 15202 15147 15108 15108 15143 15223 15216 15106 15202 15144 15140 15104 15227 15215 15102 15234 15135 15047 15133 15037 15112 15024 15076 15236 15139 15068 15239 15147 15268 15112 15122 15123 15136 15071 15106 15120 15143 15236 15227 15104 15210 15120 15106 15143 15215 15238 15235 15221 15229 15084 15108 15126 15209 15139 15045 15218 15148
PA,Clearfield,45038,15757 16692 16876 16627 16843 16830 15866 15721 16833 16878 16656 16661 16645 16866 16651 16698 16666 16839 15801 16858 16838 16825 16881 16671 16858 16821 16830 15801 15801 16840 16830 15757 16847 16858 16620
PA,Wyoming,7755,18630 18657 18446 18419 18615 18636 18419 18625 18615 18623
PA,Fayette,96614,15417 15478 15486 15473 15456 15012 15470 15464 15476 15461 15472 15401 15461 15475 15425 15442 15458 15480 15401 15401 15459 15466 15438 15482 15425 15436 15428 15438 15413 15401 15468 15012 15444 15417 15431 15442 15437 15401 15012 15631 15438 15610 15445 15401 15470 15437 15474
PA,Lackawanna,485159,18411 18509 18508 18510 18503 18505 18507 18504 18515 18540 18444 18424 18403 18407 18517 18518 18518 18433 18414 18433 18424 18471 18512 18407 18509 18510 18505 18512 18577 18411 18447 18512 18448 18444 18414 18411 18411 18434 18436 18447 18452 18508 18519 18421 18641 18507 18501 18502
PA,Cumberland,104283,17050 17072 17070 17011 17081 17065 17055 17027 17043 17013 17011 17011 17001 17089 17093 17025 17240 17257 17025 17241 17043 17011 17013 17257 17007 17070 17055
PA,Schuylkill,147581,17981 17941 17936 17949 17931 17934 17953 17930 17901 17954 18252 17976 17923 17961 17922 17931 17932 17943 17921 17967 17980 17901 17960 17901 17974 17967 17972 17933 17957 17980 17922 17972 17961 17965 17901 17925 17952 17982 17922 18237 17901 17929 17935 17960 17901 17980 17921 17938 18252 18214 17931 18241 17931 17980 18218 17963 17972 18231 17921 17979 17901 17972 18248 17963 17921 17976 18214 19549 17981 17970 17901 17901 17901 17951 17948 18220 17959 18242 17948
PA,Jefferson,20409,15825 15824 15851 15864 15824 15767 15715 15840 15784 15865 15778 16240 15829
PA,Mifflin,37313,17044 17029 17051 17063 17075 17066 17009 17044 17004 17002 17044 17066 17009 17051 17054 17051 17044 17084 17044 17044 17044 17841 17044 17063 17063 17084 17841 17099 17066 17051 17084 17084
PA,Berks,430674,19505 19508 19565 18056 19607 19601 19606 19609 19608 19609 19608 19610 19540 19560 19605 19526 19610 19534 19503 19522 19560 19605 19512 19506 19522 19539 19512 19545 19505 19543 19518 19609 19522 19506 19607 19507 19508 19607 19544 17067 19560 19529 19606 19606 19508 19608 19541 19526 19526 19567 19551 19540 19547 19541 19533 19518 19507 19536 19604 19601 19602 19611 19603 19612 19607 19540 19605 19511 19530 19539 19559 19506 19533 19522 19555 19607 19526 19530 19564 19606 19606 19567 19606 19522 19526 19554 19610 19550 19608 19609 19605 19539 19609 19607 19530 19610 19606 17067 19530 19611 19543 19508 19562 19510 19541 19516
PA,Lancaster,575925,17578 17522 17519 17517 17519 17528 17501 17551 17603 17538 17512 17547 17522 17550 17547 17543 17570 17552 17022 17540 17576 17602 17522 17579 17022 17572 17573 17520 17512 17536 17566 17543 17517 17517 17502 17022 17554 17578 17517 17582 17512 17602 17585 17552 17584 17602 17569 17517 19501 17502 17529 17603 17602 17601 17608 17699 17555 17519 17572 17529 17569 17557 17555 17507 19540 17517 17578 17567 17565 17516 17566 19362 17557 17519 17506 17509 17519 17572 17529 17534 17505 17545 17521 17564 17543 17563 17572 17562 17602 17537 17538 17545 17581 17519 17584 17560 17568 17522 17578 17543 17533 17527 17535
PA,Columbia,74588,17815 18603 18603 17820 17815 17888 17815 17814 17920 17815 17859 17921 17846 17815 18631 17846 17820 17858 17945 17815 17859 17815 17815 17846 17814 17815 17814 17878 17888 17859 17815 18603 17820
PA,Clarion,17785,16230 16254 16233 16260 16220 16260 16254 16233 16054 16213 16248 16214 16242 16258 16233 16036 16028 16255 16232
PA,Pike,24364,18336 18428 18435 18337 18337 18428 18324 18337 18324 18324 18324 18428 18337 18328 18337
PA,Luzerne,251163,18709 18224 18640 18702 18704 18640 18655 18201 18643 18641 18707 18706 18708 18244 18661 18640 18702 18701 18705 18703 18710 18711 18762 18765 18766 18767 18769 18773 18707 18704 18256 18634 18640 18641 18642 18651 18661 18225 18239 18234 18202 18644 18643 18704 18655 18202 18708 18706 18704 18651 18706 18634 18635 18704 18709 18224 18621 18640 18705 18603 18234 18202 18706 18702 18705 18661 18644 18705 18618 18612 18654 18634 18612 18690 18222 18643 18634 18704 18640 18602 18708 18617 17878 18202 18621 18612 18704 18219 18249
PA,Erie,243860,16415 16407 16426 16427 16441 16428 16417 16417 16410 16410 16423 16546 16510 16511 16508 16502 16507 16504 16503 16501 16512 16514 16522 16530 16534 16538 16541 16544 16550 16553 16511 16442 16510 16401 16563 16510 16441 16438 16412 16444 16407 16413 16510 16511
PA,Northumberland,118148,17777 17857 17851 17866 17772 17834 17881 17872 17801 17821 17877 17749 17777 17830 17851 17866 17868 17821 17872 17832 17777 17730 17866 17866 17851 17857 17801 17847 17824 17017 17850 17847
PA,Westmoreland,222069,15626 15068 15696 15639 15666 15689 15601 15621 15944 15611 15012 15087 15638 15650 15663 15670 15062 15479 15637 15627 15642 15665 15636 15641 15697 15601 15601 15606 15601 15656 15690 15661 15650 15620 15629 15642 15012 15089 15012 15012 15072 15666 15674 15698 15923 15089 15601 15012 15672 15639 15650 15085 15683 15658 15655 15634 15089 15698 15695 15679 15628 15650 15644 15636 15624 15658 15675 15666 15085 15620 15672 15617 15068 15069 15954 15083 15690 15613 15068 15642 15666 15685 15650 15627 15684 15668 15632 15626 15632 15618
PA,Crawford,45383,16316 16438 16404 16134 16111 16360 16424 16434 16440 16433 16354 16327 16424 16134 16406 16403 16440 16110 16404 16432 16314 16316 16424 16327 16433 16335 16316 16433 16435 16335 16388 16354 16328 16335 16131 16422 16438
PA,Bucks,195587,18077 18966 18954 18914 19020 18951 18968 19054 19055 19007 19047 19021 18935 18951 19007 18940 19030 18940 18901 18951 18970 18902 18947 18949 19053 19067 19067 18954 18944 19054 19055 19056 19057 19058 18962 18944 18914 18960 19020 18938 18974 19053 18917 18951 18974 18955 18966 19047 19048 19049 19047 19047 19067 18901 19047
PA,Beaver,75786,15066 15059 15059 15052 15005 15050 15009 15052 16136 15003 15059 15061 15005 15003 15042 15027 15143 15050 16115 16117 15009 15010 15010 15050 15061 15077 15010 15081 15009 15066 15001 15043 15010 15027 16141 16115 15010 16136 16157 15010 15074 16141 15066 15010 15074 15042
PA,Wayne,14553,18436 18431 18462 18424 18456 18436 18445 18424 18431 18473 18428 18428 18472
PA,McKean,21879,16701 16738 16735 16740 16701 16701 16744 16731 16743 16749
PA,Snyder,17150,17827 17864 17841 17861 17842 17876 17812 17813 17882 17842 17833 17862 17842 17870 17831 17813 17853 17812 17842 17870 17870
PA,Indiana,48228,15742 15748 15920 15724 15701 15732 15701 15705 15734 15728 15731 15748 16256 15747 16246 15729 15728 15774 15748 15717 15759 15949 15717 15716 15750 15739 15748 15754 15772 15748 15774 15727 15725 15752 15756 15681 15701 15761 15710 15745 15728
PA,Elk,18601,15846 15868 15868 15841 15853 15827 15868 15870 15845 16734 15857
PA,Clinton,29299,16841 16848 17751 17721 17740 17745 17726 16822 17745 17751 17748 17745 17751 17745 17747 17764 17764 17745
PA,Bedford,12505,16633 16679 16695 15537 15550 15537 15545 15522 15559 15554 16678 16650 16678 15522 16667
PA,Armstrong,34775,15673 15690 15690 15656 16238 16259 15690 16201 16226 16229 16201 16049 15613 16228 16222 16249 16201 16201 16222 15736 16262 16242 15732 16249 15613 16226
PA,York,446622,17319 17331 17362 17404 17403 17402 17322 17315 17406 17349 17408 17407 17361 17339 17070 17345 17366 17321 17402 17313 17403 17402 17313 17403 17406 17019 17331 17332 17333 17403 17360 17342 17368 17019 17323 17317 17368 17302 17314 17327 17403 17311 17362 17356 17408 17315 17355 17360 17322 17370 17408 17371 17347 17402 17404 17356 17322 17313 17406 17318 17365 17403 17319 17331 17314 17404 17401 17403 17405 17363
PA,Mercer,70658,16145 16161 16124 16134 16146 16137 16153 16121 16125 16154 16130 16151 16113 16150 16137 16133 16145 16148 16150 16127 16125 16159
PA,Butler,89967,16001 16063 16037 16002 16052 16057 16049 16022 16050 16030 16049 16002 16001 16050 16059 16051 16063 16033 16038 16041 16050 16046 16001 16045 16001 16045 16057 16056 16001 16003 16024 16033 16373 16049 16057 16061 16001 16050 16025 16027 16033 16051 16002 16029 16046
PA,Delaware,248029,19342 19063 19017 19014 19041 19003 19008 19023 19061 19023 19050 19063 19091 19061 19094 19022 19033 19081 19015 19079 19070 19023 19015 19061 19074 19081 19032 19079 19015 19013 19076 19022 19082 19013 19016 19033 19081 19063 19061 19050 19018 19063 19086 19036 19018 19078 19070 19026 19050
PA,Huntingdon,20989,16686 17255 16652 17060 17260 16657 17249 16652 16660 17264 16623 16669 17243 16678 16611 17253 17264 16652 16654 16621 17066 16634 17052
PA,Dauphin,553340,17036 17048 17111 17103 17109 17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130 17030 17109 17112 17177 17080 17033 17097 17005 17034 17061 17112 17057 17098 17113 17113 17112 17061 17057 17112 17111 17140 17111 17113 17113 17023 17109 17032 17033 17036 17018 17033
PA,Greene,16490,15380 15337 15320 15351 15349 15364 15370 15359 15370 15346 15338 15316 15352 15370 15352 15325 15357 15322 15320 15357 15315 15320 15357 15338
PA,Northampton,176574,18013 18072 18017 18063 18013 18085 18045 18013 18017 18016 18015 18018 18025 18055 18042 18088 18035 18067 18091 18064 18045 18042 18043 18044 18067 18083 18040 18013 18343 18351 18013 18045 18014 18064 18032 18042 18042 18042 18088 18014 18064
PA,Blair,112789,16601 16602 16603 16673 16617 16686 16665 16686 16602 16648 16602 16648 16662 16635 16635 16693 16637 16686 16684 16625 16686
PA,Tioga,13808,16936 16933 16901 16946 16920 16933 16912 16911 16929 16950 16928
PA,Washington,105270,15361 15057 15379 15022 15057 15340 15376 15301 15330 15423 15423 15434 15483 15317 15342 15412 15360 15313 15333 15360 15333 15053 15019 15021 15345 15370 15317 15339 15347 15301 15022 15417 15314 15038 15301 15312 15323 15365 15342 15332 15336 15021 15078 15317 15317 15057 15321 15301 15054 15021 15332 15033 15301 15366 15330 15312 15317 15350 15423 15419 15417 15022 15324 15340 15378 15055 15432 15057 15367 15317 15348 15333 15331 15021 15021 15057 15060 15019 15423 15317 15323 15477 15301 15432 15022 15063 15429 15358 15417 15333 15333 15004 15021 15021 15063 15067 15063 15022
PA,Bradford,32699,18853 18814 18840 18829 18848 17724 16947 16910 18837 18833 18840 18810 17724 18832 16947 16945 18810 16947
PA,Perry,10238,17020 17053 17006 17069 17020 17068 17040 17074 17062 17045
PA,Somerset,33575,15935 15928 15563 15531 15547 15424 15563 15501 15963 15936 15926 15924 15564 15545 15557 15531 15557 15530 15552 15558 15552 15424 15485 15411 15560 15563 15541 15622 15530 15553 15542 15541 15557 15563 15926 15937 15935 15963 15501
PA,Venango,36773,16323 16314 16362 16301 16323 16372 16373 16301 16323 16343 16341 16317 16346 16374 16127 16038 16342 16301 16346 16344 16301 16362
PA,Warren,24703,16347 16402 16365 16366 16367 16368 16369 16351 16313 16407 16405 16365 16365 16371 16345 16350
PA,Cambria,139638,15722 15905 15951 15956 15930 15963 16630 15902 16630 15946 15905 15963 15952 15955 15909 15946 15906 15955 15906 15905 15902 15901 15907 15904 15942 15909 16624 15946 15962 15958 15942 15943 15909 15925 15940 15955 15921 15963 15948 16668 16639 16619 16641 15714 15775 16646 15956 15938 15961 15904 16613 15927 15943 15956 15958 15902 15931 16641 15902 15904 15905 15905
PA,Adams,42405,17306 17304 17307 17307 17304 17324 17344 17316 17353 17307 17343 17310 17325 17304 17372 17325 17350 17353 17301 17304 17320 17372 17325 17324 17337 17316 17340 17325 17325 17350 17307 17303 17307 17320 17307 17343
PA,Juniata,8825,17058 17059 17094 17035 17021 17082 17094 17049 17056 17059 17086 17059
PA,Lawrence,65723,16143 16140 16141 16157 16105 16102 16101 16105 16103 16107 16156 16112 16142 16172 16143 16157 16102 16160 16101 16120 16117 16157 16117 16120
PA,Cameron,2483,15832 15834
PA,Lebanon,125573,17046 17042 17067 17042 17046 17042 17078 17064 17038 17083 17042 17073 17087 17046 17042 17016 17085 17042 17026 17088 17073 17064 17042 17073 17042 17064 17003 17078 17010 17042 17038 17003
PA,Carbon,36433,18254 18210 18250 18235 18235 18240 18210 18244 18235 18071 18071 18232 18235 18661 18030 18071 18210 18216 18255 18229 18235
PA,Franklin,103170,17263 17268 17225 17201 17225 17237 17202 17254 17202 17222 17257 17244 17236 17214 17250 17268 17224 17268 17235 17202 17268 17268
PA,Fulton,1147,17233 17238 15533
PA,Potter,6951,16746 16748 16720 16948 16915 16915 16915 16922
PA,Lycoming,102932,17754 17701 17737 17762 17740 17701 17737 17701 17703 17705 17720 17702 17756 17740 17740 17752 17701 17754 17702
PA,Susquehanna,10681,18847 18801 18465 18818 18847 18830 18822 18824 18847 18827 18421 18470 18821 18834
PA,Forest,5122,16353 16239
PA,Union,16924,17855 17844 17883 17810 17835 17845 17837 17889 17856 17837 17829 17845 17886 17844
PA,Sullivan,1114,18626 18616 18614 17731
PA,Montour,4907,17821 17884
